Name of material,Guide No.,ID No.,Toxic Inhalation Hazard,Water Reactive,Chemical Warfare,,Order #
Tetrahydrofuran,127,2056,,,,,2653
Tetrahydrofurfurylamine,129,2943,,,,,2654
Tetrahydrophthalic anhydrides,156,2698,,,,,2655
1 &2 &3 &6-Tetrahydropyridine,129,2410,,,,,2656
Tetrahydrothiophene,130,2412,,,,,2657
Tetramethylammonium hydroxide & solid,153,3423,,,,,2658
Tetramethylammonium hydroxide & solution,153,1835,,,,,2659
Tetramethylsilane,130,2749,,,,,2660
Tetranitromethane,143,1510,X,,,,2661
Tetrapropyl orthotitanate,128,2413,,,,,2662
Textile waste & wet,133,1857,,,,,2663
Thallium chlorate,141,2573,,,,,2664
Thallium compound & n.o.s.,151,1707,,,,,2665
Thallium nitrate,141,2727,,,,,2666
4-Thiapentanal,152,2785,,,,,2667
Thickened GD,153,— —,,,Z,,2668
Thioacetic acid,129,2436,,,,,2669
Thiocarbamate pesticide & liquid & flammable & poisonous,131,2772,,,,,2670
Thiocarbamate pesticide & liquid & flammable & toxic,131,2772,,,,,2671
Thiocarbamate pesticide & liquid & poisonous,151,3006,,,,,2672
Thiocarbamate pesticide & liquid & poisonous & flammable,131,3005,,,,,2673
Thiocarbamate pesticide & liquid & toxic,151,3006,,,,,2674
Thiocarbamate pesticide & liquid & toxic & flammable,131,3005,,,,,2675
Thiocarbamate pesticide & solid & poisonous,151,2771,,,,,2676
Thiocarbamate pesticide & solid & toxic,151,2771,,,,,2677
Thioglycol,153,2966,,,,,2678
Thioglycolic acid,153,1940,,,,,2679
Thiolactic acid,153,2936,,,,,2680
Thionyl chloride,137,1836,X,W,,,2681
Thiophene,130,2414,,,,,2682
Thiophosgene,157,2474,X,,,,2683
Thiophosphoryl chloride,157,1837,,,,,2684
Thiourea dioxide,135,3341,,,,,2685
Tinctures & medicinal,127,1293,,,,,2686
Tin tetrachloride,137,1827,,,,,2687
Titanium disulfide,135,3174,,,,,2688
Titanium disulphide,135,3174,,,,,2689
Titanium hydride,170,1871,,,,,2690
Titanium powder & dry,135,2546,,,,,2691
Titanium powder & wetted with not less than 25% water,170,1352,,,,,2692
Titanium sponge granules,170,2878,,,,,2693
Titanium sponge powders,170,2878,,,,,2694
Titanium tetrachloride,137,1838,X,W,,,2695
Titanium trichloride & pyrophoric,135,2441,,,,,2696
Titanium trichloride mixture,157,2869,,,,,2697
Titanium trichloride mixture & pyrophoric,135,2441,,,,,2698
TNT & wetted with not less than 10% water,113,3366,,,,,2699
TNT & wetted with not less than 30% water,113,1356,,,,,2700
Toluene,130,1294,,,,,2701
2 &4-Toluenediamine & solid,151,1709,,,,,2702
2 &4-Toluenediamine & solution,151,3418,,,,,2703
Toluene diisocyanate,156,2078,,,,,2704
Toluidines & liquid,153,1708,,,,,2705
Toluidines & solid,153,3451,,,,,2706
2 &4-Toluylenediamine & solid,151,1709,,,,,2707
2 &4-Toluylenediamine & solution,151,3418,,,,,2708
Toxic by inhalation liquid & corrosive & flammable & n.o.s. (Inhalation Hazard Zone A),131,3492,X,,,,2709
Toxic by inhalation liquid & corrosive & flammable & n.o.s. (Inhalation Hazard Zone B),131,3493,X,,,,2710
Toxic by inhalation liquid & corrosive & n.o.s. (Inhalation Hazard Zone A),154,3389,X,,,,2711
Toxic by inhalation liquid & corrosive & n.o.s. (Inhalation Hazard Zone B),154,3390,X,,,,2712
Toxic by inhalation liquid & flammable & corrosive & n.o.s. (Inhalation Hazard Zone A),131,3488,X,,,,2713
Toxic by inhalation liquid & flammable & corrosive & n.o.s. (Inhalation Hazard Zone B),131,3489,X,,,,2714
Toxic by inhalation liquid & flammable & n.o.s. (Inhalation Hazard Zone A),131,3383,X,,,,2715
Toxic by inhalation liquid & flammable & n.o.s. (Inhalation Hazard Zone B),131,3384,X,,,,2716
Toxic by inhalation liquid & n.o.s. (Inhalation Hazard Zone A),151,3381,X,,,,2717
Toxic by inhalation liquid & n.o.s. (Inhalation Hazard Zone B),151,3382,X,,,,2718
Toxic by inhalation liquid & oxidizing & n.o.s. (Inhalation Hazard Zone A),142,3387,X,,,,2719
Toxic by inhalation liquid & oxidizing & n.o.s. (Inhalation Hazard Zone B),142,3388,X,,,,2720
Toxic by inhalation liquid & water-reactive & flammable & n.o.s. (Inhalation Hazard Zone A),155,3490,X,,,,2721
Toxic by inhalation liquid & water-reactive & flammable & n.o.s. (Inhalation Hazard Zone B),155,3491,X,,,,2722
Toxic by inhalation liquid & water-reactive & n.o.s. (Inhalation Hazard Zone A),139,3385,X,,,,2723
Toxic by inhalation liquid & water-reactive & n.o.s. (Inhalation Hazard Zone B),139,3386,X,,,,2724
Toxic liquid & corrosive & inorganic & n.o.s.,154,3289,,,,,2725
Toxic liquid & corrosive & organic & n.o.s.,154,2927,,,,,2726
Toxic liquid & flammable & organic & n.o.s.,131,2929,,,,,2727
Toxic liquid & inorganic & n.o.s.,151,3287,,,,,2728
Toxic liquid & organic & n.o.s.,153,2810,,,,,2729
Toxic liquid & oxidizing & n.o.s.,142,3122,,,,,2730
Toxic liquid & water-reactive & n.o.s.,139,3123,,,,,2731
Toxic solid & corrosive & inorganic & n.o.s.,154,3290,,,,,2732
Toxic solid & corrosive & organic & n.o.s.,154,2928,,,,,2733
Toxic solid & flammable & inorganic & n.o.s.,134,3535,,,,,2734
Toxic solid & flammable & organic & n.o.s.,134,2930,,,,,2735
Toxic solid & inorganic & n.o.s.,151,3288,,,,,2736
Toxic solid & organic & n.o.s.,154,2811,,,,,2737
Toxic solid & oxidizing & n.o.s.,141,3086,,,,,2738
Toxic solid & self-heating & n.o.s.,136,3124,,,,,2739
Toxic solid & water-reactive & n.o.s.,139,3125,,,,,2740
Toxins,153,— —,,,,,2741
Toxins & extracted from living sources & liquid & n.o.s.,153,3172,,,,,2742
Toxins & extracted from living sources & solid & n.o.s.,153,3462,,,,,2743
Triallylamine,132,2610,,,,,2744
Triallyl borate,156,2609,,,,,2745
Triazine pesticide & liquid & flammable & poisonous,131,2764,,,,,2746
Triazine pesticide & liquid & flammable & toxic,131,2764,,,,,2747
Triazine pesticide & liquid & poisonous,151,2998,,,,,2748
Triazine pesticide & liquid & poisonous & flammable,131,2997,,,,,2749
Triazine pesticide & liquid & toxic,151,2998,,,,,2750
Triazine pesticide & liquid & toxic & flammable,131,2997,,,,,2751
Triazine pesticide & solid & poisonous,151,2763,,,,,2752
Triazine pesticide & solid & toxic,151,2763,,,,,2753
Tributylamine,153,2542,,,,,2754
Tributylphosphane,135,3254,,,,,2755
Trichloroacetic acid,153,1839,,,,,2756
Trichloroacetic acid & solution,153,2564,,,,,2757
Trichloroacetyl chloride,156,2442,X,,,,2758
Trichlorobenzenes & liquid,153,2321,,,,,2759
Trichlorobutene,152,2322,,,,,2760
1 &1 &1-Trichloroethane,160,2831,,,,,2761
Trichloroethylene,160,1710,,,,,2762
Trichloroisocyanuric acid & dry,140,2468,,,,,2763
Trichlorosilane,139,1295,,W,,,2764
Tricresyl phosphate,151,2574,,,,,2765
Triethylamine,132,1296,,,,,2766
Triethylenetetramine,153,2259,,,,,2767
Triethyl phosphite,130,2323,,,,,2768
Trifluoroacetic acid,154,2699,,,,,2769
Trifluoroacetyl chloride,125,3057,X,,,,2770
Trifluorochloroethylene & stabilized,119P,1082,X,,,,2771
1 &1 &1-Trifluoroethane,115,2035,,,,,2772
Trifluoromethane,126,1984,,,,,2773
Trifluoromethane & refrigerated liquid,120,3136,,,,,2774
Trifluoromethane and Chlorotrifluoromethane azeotropic mixture with approximately 60% Chlorotrifluoromethane,126,2599,,,,,2775
2-Trifluoromethylaniline,153,2942,,,,,2776
3-Trifluoromethylaniline,153,2948,,,,,2777
Triisobutylene,128,2324,,,,,2778
Triisopropyl borate,129,2616,,,,,2779
Trimethoxysilane,132,9269,X,,,,2780
Trimethylacetyl chloride,131,2438,X,,,,2781
Trimethylamine & anhydrous,118,1083,,,,,2782
Trimethylamine & aqueous solution,132,1297,,,,,2783
1 &3 &5-Trimethylbenzene,129,2325,,,,,2784
Trimethyl borate,129,2416,,,,,2785
Trimethylchlorosilane,155,1298,,W,,,2786
Trimethylcyclohexylamine,153,2326,,,,,2787
Trimethylhexamethylenediamines,153,2327,,,,,2788
Trimethylhexamethylene diisocyanate,156,2328,,,,,2789
Trimethyl phosphite,130,2329,,,,,2790
Trinitrobenzene & wetted with not less than 10% water,113,3367,,,,,2791
Trinitrobenzene & wetted with not less than 30% water,113,1354,,,,,2792
Trinitrobenzoic acid & wetted with not less than 10% water,113,3368,,,,,2793
Trinitrobenzoic acid & wetted with not less than 30% water,113,1355,,,,,2794
Trinitrochlorobenzene & wetted with not less than 10% water,113,3365,,,,,2795
Trinitrophenol & wetted with not less than 10% water,113,3364,,,,,2796
Trinitrophenol & wetted with not less than 30% water,113,1344,,,,,2797
Trinitrotoluene & wetted with not less than 10% water,113,3366,,,,,2798
Trinitrotoluene & wetted with not less than 30% water,113,1356,,,,,2799
Tripropylamine,132,2260,,,,,2800
Tripropylene,128,2057,,,,,2801
Tris-(1-aziridinyl)phosphine oxide & solution,152,2501,,,,,2802
Tungsten hexafluoride,125,2196,X,,,,2803
Turpentine,128,1299,,,,,2804
Turpentine substitute,128,1300,,,,,2805
Undecane,128,2330,,,,,2806
Uranium hexafluoride & radioactive material & excepted package & less than 0.1 kg per package & non-fissile or fissile-excepted,166,3507,,W,,,2807
Uranium hexafluoride & radioactive material & fissile,166,2977,,W,,,2808
Uranium hexafluoride & radioactive material & non fissile or fissile-excepted,166,2978,,W,,,2809
Urea hydrogen peroxide,140,1511,,,,,2810
Urea nitrate & wetted with not less than 10% water,113,3370,,,,,2811
Urea nitrate & wetted with not less than 20% water,113,1357,,,,,2812
Valeraldehyde,129,2058,,,,,2813
Valeryl chloride,132,2502,,,,,2814
Vanadium compound & n.o.s.,151,3285,,,,,2815
Vanadium oxytrichloride,137,2443,,,,,2816
Vanadium pentoxide,151,2862,,,,,2817
Vanadium tetrachloride,137,2444,,,,,2818
Vanadium trichloride,157,2475,,,,,2819
Vanadyl sulfate,151,2931,,,,,2820
Vanadyl sulphate,151,2931,,,,,2821
Vehicle & flammable gas powered,115,3166,,,,,2822
Vehicle & flammable liquid powered,128,3166,,,,,2823
Vehicle & fuel cell & flammable gas powered,115,3166,,,,,2824
Vehicle & fuel cell & flammable liquid powered,128,3166,,,,,2825
Vinyl acetate & stabilized,129P,1301,,,,,2826
Vinyl bromide & stabilized,116P,1085,,,,,2827
Vinyl butyrate & stabilized,129P,2838,,,,,2828
Vinyl chloride & stabilized,116P,1086,,,,,2829
Vinyl chloroacetate,155,2589,,,,,2830
Vinyl ethyl ether & stabilized,127P,1302,,,,,2831
Vinyl fluoride & stabilized,116P,1860,,,,,2832
Vinylidene chloride & stabilized,130P,1303,,,,,2833
Vinyl isobutyl ether & stabilized,127P,1304,,,,,2834
Vinyl methyl ether & stabilized,116P,1087,,,,,2835
Vinylpyridines & stabilized,131P,3073,,,,,2836
Vinyltoluenes & stabilized,130P,2618,,,,,2837
Vinyltrichlorosilane,155P,1305,,W,,,2838
Vinyltrichlorosilane & stabilized,155P,1305,,W,,,2839
VX,153,— —,,,Z,,2840
Water-reactive liquid & corrosive & n.o.s.,138,3129,,,,,2841
Water-reactive liquid & n.o.s.,138,3148,,,,,2842
Water-reactive liquid & poisonous & n.o.s.,139,3130,,,,,2843
Water-reactive liquid & toxic & n.o.s.,139,3130,,,,,2844
Water-reactive solid & corrosive & n.o.s.,138,3131,,,,,2845
Water-reactive solid & flammable & n.o.s.,138,3132,,,,,2846
Water-reactive solid & n.o.s.,138,2813,,,,,2847
Water-reactive solid & oxidizing & n.o.s.,138,3133,,,,,2848
Water-reactive solid & poisonous & n.o.s.,139,3134,,,,,2849
Water-reactive solid & self-heating & n.o.s.,138,3135,,,,,2850
Water-reactive solid & toxic & n.o.s.,139,3134,,,,,2851
Wheelchair & electric & with batteries,154,3171,,,,,2852
White asbestos,171,2590,,,,,2853
White phosphorus & dry or under water or in solution,136,1381,,,,,2854
White phosphorus & molten,136,2447,,,,,2855
Wood preservatives & liquid,129,1306,,,,,2856
Wool waste & wet,133,1387,,,,,2857
Xanthates,135,3342,,,,,2858
Xenon,120,2036,,,,,2859
Xenon & compressed,120,2036,,,,,2860
Xenon & refrigerated liquid (cryogenic liquid),120,2591,,,,,2861
Xylenes,130,1307,,,,,2862
Xylenols & liquid,153,3430,,,,,2863
Xylenols & solid,153,2261,,,,,2864
Xylidines & liquid,153,1711,,,,,2865
Xylidines & solid,153,3452,,,,,2866
Xylyl bromide & liquid,152,1701,,,,,2867
Xylyl bromide & solid,152,3417,,,,,2868
Yellow phosphorus & dry or under water or in solution,136,1381,,,,,2869
Zinc ammonium nitrite,140,1512,,,,,2870
Zinc arsenate,151,1712,,,,,2871
Zinc arsenate and Zinc arsenite mixture,151,1712,,,,,2872
Zinc arsenite,151,1712,,,,,2873
Zinc arsenite and Zinc arsenate mixture,151,1712,,,,,2874
Zinc ashes,138,1435,,,,,2875
Zinc bromate,140,2469,,,,,2876
Zinc chlorate,140,1513,,,,,2877
Zinc chloride & anhydrous,154,2331,,,,,2878
Zinc chloride & solution,154,1840,,,,,2879
Zinc cyanide,151,1713,,,,,2880
Zinc dithionite,171,1931,,W,,,2881
Zinc dross,138,1435,,,,,2882
Zinc dust,138,1436,,,,,2883
Zinc fluorosilicate,151,2855,,,,,2884
Zinc hydrosulfite,171,1931,,W,,,2885
Zinc hydrosulphite,171,1931,,W,,,2886
Zinc nitrate,140,1514,,,,,2887
Zinc permanganate,140,1515,,,,,2888
Zinc peroxide,143,1516,,,,,2889
Zinc phosphide,139,1714,,,,,2890
Zinc powder,138,1436,,,,,2891
Zinc residue,138,1435,,,,,2892
Zinc resinate,133,2714,,,,,2893
Zinc silicofluoride,151,2855,,,,,2894
Zinc skimmings,138,1435,,,,,2895
Zirconium & dry & coiled wire & finished metal sheets or strip,170,2858,,,,,2896
Zirconium & dry & finished sheets & strips or coiled wire,135,2009,,,,,2897
Zirconium hydride,138,1437,,,,,2898
Zirconium nitrate,140,2728,,,,,2899
Zirconium picramate & wetted with not less than 20% water,113,1517,,,,,2900
Zirconium powder & dry,135,2008,,,,,2901
Zirconium powder & wetted with not less than 25% water,170,1358,,,,,2902
Zirconium scrap,135,1932,,,,,2903
Zirconium suspended in a flammable liquid,170,1308,,,,,2904
Zirconium suspended in a liquid (flammable),170,1308,,,,,2905
Zirconium tetrachloride,137,2503,,,,,2906
